2019-12-27 00:00:00 Launching analysis for 1401383834 with LEAN Engine v2.5.0.0
2024-04-04 16:00:00 2024-04-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-05 16:00:00 2024-04-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-08 16:00:00 2024-04-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-09 16:00:00 2024-04-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-10 16:00:00 2024-04-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-11 16:00:00 2024-04-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-12 16:00:00 2024-04-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-15 16:00:00 2024-04-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-16 16:00:00 2024-04-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-17 16:00:00 2024-04-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-18 16:00:00 2024-04-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-19 16:00:00 2024-04-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-22 16:00:00 2024-04-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-23 16:00:00 2024-04-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-24 16:00:00 2024-04-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-25 16:00:00 2024-04-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-26 16:00:00 2024-04-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-29 16:00:00 2024-04-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-04-30 16:00:00 2024-04-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-04-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-01 16:00:00 2024-05-01 10:00:00 >> Monthly rebalancing to target allocations
2024-05-01 16:00:00 2024-05-01 10:00:00 >> Skipping MSFT: No data available.
2024-05-01 16:00:00 2024-05-01 10:00:00 >> Skipping XOM: No data available.
2024-05-01 16:00:00 2024-05-01 10:00:00 >> Skipping GOLD: No data available.
2024-05-01 16:00:00 2024-05-01 10:00:00 >> Skipping NEE: No data available.
2024-05-01 16:00:00 2024-05-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-02 16:00:00 2024-05-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-03 16:00:00 2024-05-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-06 16:00:00 2024-05-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-07 16:00:00 2024-05-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-08 16:00:00 2024-05-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-09 16:00:00 2024-05-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-10 16:00:00 2024-05-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-13 16:00:00 2024-05-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-14 16:00:00 2024-05-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-15 16:00:00 2024-05-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-16 16:00:00 2024-05-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-17 16:00:00 2024-05-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-20 16:00:00 2024-05-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-21 16:00:00 2024-05-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-22 16:00:00 2024-05-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-23 16:00:00 2024-05-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-24 16:00:00 2024-05-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-28 16:00:00 2024-05-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-29 16:00:00 2024-05-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-30 16:00:00 2024-05-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-05-31 16:00:00 2024-05-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-05-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-03 16:00:00 2024-06-03 10:00:00 >> Monthly rebalancing to target allocations
2024-06-03 16:00:00 2024-06-03 10:00:00 >> Skipping MSFT: No data available.
2024-06-03 16:00:00 2024-06-03 10:00:00 >> Skipping XOM: No data available.
2024-06-03 16:00:00 2024-06-03 10:00:00 >> Skipping GOLD: No data available.
2024-06-03 16:00:00 2024-06-03 10:00:00 >> Skipping NEE: No data available.
2024-06-03 16:00:00 2024-06-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-04 16:00:00 2024-06-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-05 16:00:00 2024-06-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-06 16:00:00 2024-06-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-07 16:00:00 2024-06-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-10 16:00:00 2024-06-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-11 16:00:00 2024-06-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-12 16:00:00 2024-06-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-13 16:00:00 2024-06-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-14 16:00:00 2024-06-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-17 16:00:00 2024-06-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-18 16:00:00 2024-06-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-20 16:00:00 2024-06-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-21 16:00:00 2024-06-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-24 16:00:00 2024-06-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-25 16:00:00 2024-06-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-26 16:00:00 2024-06-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-27 16:00:00 2024-06-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-06-28 16:00:00 2024-06-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-06-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-01 16:00:00 2024-07-01 10:00:00 >> Monthly rebalancing to target allocations
2024-07-01 16:00:00 2024-07-01 10:00:00 >> Skipping MSFT: No data available.
2024-07-01 16:00:00 2024-07-01 10:00:00 >> Skipping XOM: No data available.
2024-07-01 16:00:00 2024-07-01 10:00:00 >> Skipping GOLD: No data available.
2024-07-01 16:00:00 2024-07-01 10:00:00 >> Skipping NEE: No data available.
2024-07-01 16:00:00 2024-07-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-02 16:00:00 2024-07-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-03 13:00:00 2024-07-03 12:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-03 13:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-05 16:00:00 2024-07-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-08 16:00:00 2024-07-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-09 16:00:00 2024-07-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-10 16:00:00 2024-07-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-11 16:00:00 2024-07-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-12 16:00:00 2024-07-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-15 16:00:00 2024-07-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-16 16:00:00 2024-07-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-17 16:00:00 2024-07-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-18 16:00:00 2024-07-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-19 16:00:00 2024-07-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-22 16:00:00 2024-07-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-23 16:00:00 2024-07-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-24 16:00:00 2024-07-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-25 16:00:00 2024-07-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-26 16:00:00 2024-07-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-29 16:00:00 2024-07-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-30 16:00:00 2024-07-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-07-31 16:00:00 2024-07-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-07-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-01 16:00:00 2024-08-01 10:00:00 >> Monthly rebalancing to target allocations
2024-08-01 16:00:00 2024-08-01 10:00:00 >> Skipping MSFT: No data available.
2024-08-01 16:00:00 2024-08-01 10:00:00 >> Skipping XOM: No data available.
2024-08-01 16:00:00 2024-08-01 10:00:00 >> Skipping GOLD: No data available.
2024-08-01 16:00:00 2024-08-01 10:00:00 >> Skipping NEE: No data available.
2024-08-01 16:00:00 2024-08-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-02 16:00:00 2024-08-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-05 16:00:00 2024-08-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-06 16:00:00 2024-08-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-07 16:00:00 2024-08-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-08 16:00:00 2024-08-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-09 16:00:00 2024-08-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-12 16:00:00 2024-08-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-13 16:00:00 2024-08-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-14 16:00:00 2024-08-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-15 16:00:00 2024-08-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-16 16:00:00 2024-08-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-19 16:00:00 2024-08-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-20 16:00:00 2024-08-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-21 16:00:00 2024-08-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-22 16:00:00 2024-08-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-23 16:00:00 2024-08-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-26 16:00:00 2024-08-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-27 16:00:00 2024-08-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-28 16:00:00 2024-08-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-29 16:00:00 2024-08-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-08-30 16:00:00 2024-08-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-08-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-03 16:00:00 2024-09-03 10:00:00 >> Monthly rebalancing to target allocations
2024-09-03 16:00:00 2024-09-03 10:00:00 >> Skipping MSFT: No data available.
2024-09-03 16:00:00 2024-09-03 10:00:00 >> Skipping XOM: No data available.
2024-09-03 16:00:00 2024-09-03 10:00:00 >> Skipping GOLD: No data available.
2024-09-03 16:00:00 2024-09-03 10:00:00 >> Skipping NEE: No data available.
2024-09-03 16:00:00 2024-09-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-04 16:00:00 2024-09-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-05 16:00:00 2024-09-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-06 16:00:00 2024-09-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-09 16:00:00 2024-09-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-10 16:00:00 2024-09-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-11 16:00:00 2024-09-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-12 16:00:00 2024-09-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-13 16:00:00 2024-09-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-16 16:00:00 2024-09-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-17 16:00:00 2024-09-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-18 16:00:00 2024-09-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-19 16:00:00 2024-09-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-20 16:00:00 2024-09-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-23 16:00:00 2024-09-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-24 16:00:00 2024-09-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-25 16:00:00 2024-09-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-26 16:00:00 2024-09-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-27 16:00:00 2024-09-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-09-30 16:00:00 2024-09-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-09-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-01 16:00:00 2024-10-01 10:00:00 >> Monthly rebalancing to target allocations
2024-10-01 16:00:00 2024-10-01 10:00:00 >> Skipping MSFT: No data available.
2024-10-01 16:00:00 2024-10-01 10:00:00 >> Skipping XOM: No data available.
2024-10-01 16:00:00 2024-10-01 10:00:00 >> Skipping GOLD: No data available.
2024-10-01 16:00:00 2024-10-01 10:00:00 >> Skipping NEE: No data available.
2024-10-01 16:00:00 2024-10-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-02 16:00:00 2024-10-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-03 16:00:00 2024-10-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-04 16:00:00 2024-10-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-07 16:00:00 2024-10-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-08 16:00:00 2024-10-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2024-10-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2024-10-09 16:00:00 2024-10-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
